hyperlink,Brand,Wine,Rating,Price,Timestamps
/NL/nl/pedro-rodriguez-e-hijos-manzanilla-pasada-mil-pesetas/w/2184620?price_id=34555687,Pedro Rodriguez e Hijos,Manzanilla Pasada Mil Pesetas N.V.,"3,7","€9,95",1727910226.35748
/NL/nl/williams-humbert-a-winter-s-tale-medium-sweet-amontillado/w/1509217?price_id=10274837,Williams & Humbert,A Winter's Tale Medium Sweet Amontillado N.V.,"3,8","€14,50",1727910226.3585293
/NL/nl/cota-45-agostado/w/7283788?year=2016&price_id=35947342,Cota 45,Agostado 2016,"4,2","€49,95",1727910226.3595483
/NL/nl/dinastia-vivanco-four-varietales-coleccion-dulce-de-invierno-coleccion-rioja/w/1958176?year=2015&price_id=14573048,Vivanco,4 Varietales Colección Dulce de Invierno Colección Rioja 2015,"3,9","€23,85",1727910226.3605733
/NL/nl/toro-albala-don-px-pedro-ximenez/w/86816?year=2018&price_id=33647612,Toro Albalá,Don PX Pedro Ximenez 2018,"4,2","€23,95",1727910226.3627605
/NL/nl/alvear-fino-en-rama/w/1175835?year=2012&price_id=11054302,Alvear,Fino En Rama 2012,"3,4","€8,95",1727910226.3640485
/NL/nl/lustau-jerez-xeres-sherry-rio-viejo-oloroso-seco-dry/w/1170121?price_id=12368439,Lustau,Jerez-Xérès-Sherry Río Viejo Oloroso Seco Dry N.V.,"3,7","€9,55",1727910226.3650846
/NL/nl/toro-albala-don-px-convento-seleccion/w/2395864?year=1974&price_id=36798421,Toro Albalá,Don PX Convento Selección 1974,"4,7","€354,11",1727910226.36561
/NL/nl/casa-pedro-domecq-rio-viejo-jerez-oloroso-seco/w/1594302?price_id=14458436,Pedro Domecq,Rio Viejo Jerez Oloroso Seco N.V.,"3,8","€15,48",1727910226.3661273
/NL/nl/valdespino-jerez-seco-dry/w/1498315?price_id=8416646,Valdespino,Jerez Seco Dry N.V.,"3,4","€12,83",1727910226.3671439
/NL/nl/es-argueso-las-medallas-de-argueso/w/1625699?price_id=743070,Bodegas Argüeso,Las Medallas de Argüeso N.V.,"3,5","€11,01",1727910226.3671439
/NL/nl/barbadillo-oloroso-aged-30-years-seco/w/1985870?price_id=21939852,Barbadillo,Oloroso Aged 30 Years Seco N.V.,"4,1","€117,31",1727910226.3681605
/NL/nl/juan-pinero-amontillado/w/2802123?price_id=35947390,Juan Pinero,Amontillado N.V.,"3,7",€63,1727910226.3681605
/NL/nl/alvear-solera-1910/w/5664415?price_id=19383225,Alvear,Solera 1910 N.V.,"4,3","€35,95",1727910226.3707023
/NL/nl/alvaro-domecq-la-jaca/w/1449987?price_id=1985550,Álvaro Domecq,La Jaca N.V.,"3,3","€11,95",1727910226.3717422
/NL/nl/hidalgo-la-gitana-hidalgo-clasica-fino/w/1171437?price_id=16415327,Hidalgo (La Gitana),Hidalgo Clásica Fino N.V.,"3,3","€12,90",1727910226.3727868
/NL/nl/bodegas-ximenez-spinola-delicado-cosecha-pedro-ximenez/w/6918085?year=2022&price_id=35984097,Bodegas Ximénez-Spínola,Delicado Cosecha Pedro Ximénez 2022,"4,3","€26,95",1727910226.3738232
/NL/nl/alvear-solera-1910/w/5664415?price_id=19383225,Alvear,Solera 1910 N.V.,"4,3","€35,95",1727910226.3749452
/NL/nl/barbadillo-eva-cream-sherry/w/86198?price_id=36913615,Barbadillo,Eva Cream Sherry N.V.,"3,7","€14,25",1727910226.3763666
/NL/nl/el-maestro-sierra-amontillado-1830/w/1490460?price_id=35947064,El Maestro Sierra,Amontillado 1830 N.V.,"4,1","€176,50",1727910226.3763666
/NL/nl/delgado-zuleta-zuleta-medium/w/2927269?price_id=35729509,Delgado Zuleta,Zuleta Medium N.V.,"3,7",€17,1727910226.3776424
/NL/nl/delgado-zuleta-zuleta-manzanilla/w/1598824?price_id=12827275,Delgado Zuleta,Zuleta Manzanilla N.V.,"3,3","€6,15",1727910226.3787649
